original_filename,lab_sample_id,assigned_rid,method
002245_SW 2015 26R- Greene County 804 - Fracing Fluid- Patterson Creek.pdf,5E22086-01,s:5E22086-01,metadata_cluster
002245_SW 2015 26R- Greene County 804 - Fracing Fluid- Patterson Creek.pdf,5H06141-01,s:5H06141-01,metadata_cluster
002245_SW 2015 26R- Greene County 804 - Fracing Fluid- Patterson Creek.pdf,5H14110-01,s:5H14110-01,metadata_cluster
002245_SW 2015 26R- Greene County 804 - Fracing Fluid- Patterson Creek.pdf,5H24079-01,s:5H24079-01,metadata_cluster
002245_SW 2015 26R- Greene County 804 - Fracing Fluid- Patterson Creek.pdf,5J21009-01,s:5J21009-01,metadata_cluster
002245_SW 2015 26R- Greene County 804 - Fracing Fluid- Patterson Creek.pdf,5123034-01,s:5123034-01,metadata_cluster
002246_SW 2015 26R- Greene County 804 - Fracing Fluid- Pettit.pdf,5L16023-01,s:5L16023-01,single_report
002248_SW 2015 26R- Greene County 804 - Fracing Fluid- Pierce.pdf,5L16023-01,s:5L16023-01,single_report
002252_SW 2015 26R- Greene County 804 - Fracing Fluid- Thompson.pdf,5E20075-01,s:5E20075-01,metadata_cluster
002252_SW 2015 26R- Greene County 804 - Fracing Fluid- Thompson.pdf,5029129-01,s:5029129-01,metadata_cluster
002252_SW 2015 26R- Greene County 804 - Fracing Fluid- Thompson.pdf,5E21137-01,s:5E21137-01,metadata_cluster
002252_SW 2015 26R- Greene County 804 - Fracing Fluid- Thompson.pdf,5116008-01,s:5116008-01,metadata_cluster
002252_SW 2015 26R- Greene County 804 - Fracing Fluid- Thompson.pdf,5K25134-01,s:5K25134-01,metadata_cluster
002252_SW 2015 26R- Greene County 804 - Fracing Fluid- Thompson.pdf,2-3441,s:2-3441,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,5G20075-01,s:5G20075-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,5G13037-01,s:5G13037-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,5G30057-01,s:5G30057-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,5116008-01,s:5116008-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,5K25134-01,s:5K25134-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,3015112-01,s:3015112-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,5E22086-01,s:5E22086-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,51427015-01,s:51427015-01,metadata_cluster
002253_SW 2015 26R- Greene County 804 - Fracing Fluid- Walker B.pdf,2-3441,s:2-3441,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5E20075-01,s:5E20075-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5E11007-01,s:5E11007-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5620001-01,s:5620001-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5E20005-01,s:5620001-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5G13037-01,s:5G13037-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5H06141-01,s:5H06141-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5116008-01,s:5116008-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5109114-01,s:5109114-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5J28018-01,s:5J28018-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,5K25134-01,s:5K25134-01,metadata_cluster
002254_SW 2015 26R- Greene County 804 - Fracing Fluid- West Run.pdf,2-3441,s:2-3441,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5029129-01,s:5029129-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5E20001-01,s:5E20001-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5E20005-01,s:5E20001-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5E21137-01,s:5E21137-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5H06141-01,s:5H06141-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5116008-01,s:5116008-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5K06137-01,s:5K06137-01,metadata_cluster
002255_SW 2015 26R- Greene County 804 - Fracing Fluid- White.pdf,5K25134-01,s:5K25134-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,SC27013-01,s:SC27013-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5010063-01,s:5010063-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5020056-01,s:5020056-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,51023057-03,s:51023057-03,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5E08095-01,s:5E08095-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5F11015-01,s:5F11015-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5F11017-01,s:5F11015-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5G08009-01,s:5G08009-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5G10037-01,s:5G10037-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,SG23101-01,s:SG23101-01,metadata_cluster
002257_SW 2015 26R- Greene County 810 - Drill Cuttings- Beazer.pdf,5H05008-01,s:5H05008-01,metadata_cluster
002258_SW 2015 26R- Greene County 810 - Drill Cuttings- Big Sky.pdf,5G23102-01,s:5G23102-01,single_report
002262_SW 2015 26R- Greene County 810 - Drill Cuttings- Hildebrand.pdf,5F30005-01,s:5F30005-01,single_report
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,5A26010-01,s:5A26010-01,metadata_cluster
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,SC27013-01,s:SC27013-01,metadata_cluster
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,SE05007-01,s:SE05007-01,metadata_cluster
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,5E08095-01,s:5E08095-01,metadata_cluster
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,5F11017-01,s:5F11017-01,metadata_cluster
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,5G08009-01,s:5G08009-01,metadata_cluster
002263_SW 2015 26R- Greene County 810 - Drill Cuttings- J & J.pdf,5G02008-01,s:5G02008-01,metadata_cluster
002264_SW 2015 26R- Greene County 810 - Drill Cuttings- Johnston.pdf,SE05007-01,s:SE05007-01,single_report
002266_SW 2015 26R- Greene County 810 - Drill Cuttings- Pettit.pdf,51105008-01,s:51105008-01,single_report
002268_SW 2015 26R- Greene County 810 - Drill Cuttings- Shipman.pdf,SF22003-01,s:SF22003-01,metadata_cluster
002268_SW 2015 26R- Greene County 810 - Drill Cuttings- Shipman.pdf,5G10003-01,s:5G10003-01,metadata_cluster
002287_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Gallagher.pdf,4K17057-01,s:4K17057-01,single_report
002287_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Gallagher.pdf,4K17057-02,s:4K17057-01,single_report
002287_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Gallagher.pdf,4K17057-03,s:4K17057-01,single_report
002287_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Gallagher.pdf,4K17057-04,s:4K17057-01,single_report
002289_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Haywood.pdf,4K13160-01,s:4K13160-01,single_report
002289_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Haywood.pdf,4K13160-02,s:4K13160-01,single_report
002289_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Haywood.pdf,4K13160-03,s:4K13160-01,single_report
002289_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Haywood.pdf,4K13160-04,s:4K13160-01,single_report
002290_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Iams.pdf,4K25141-01,s:4K25141-01,single_report
002290_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Iams.pdf,4K25141-03,s:4K25141-01,single_report
002290_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Iams.pdf,4K25141-04,s:4K25141-01,single_report
002292_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Kevech.pdf,4K13160-01,s:4K13160-01,single_report
002292_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Kevech.pdf,4K13160-02,s:4K13160-01,single_report
002292_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Kevech.pdf,4K13160-03,s:4K13160-01,single_report
002292_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Kevech.pdf,4K13160-04,s:4K13160-01,single_report
002294_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Pine Oaks.pdf,4K13160-01,s:4K13160-01,single_report
002294_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Pine Oaks.pdf,4K13160-02,s:4K13160-01,single_report
002294_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Pine Oaks.pdf,4K13160-03,s:4K13160-01,single_report
002294_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Pine Oaks.pdf,4K13160-04,s:4K13160-01,single_report
002296_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Trax Farms.pdf,4K20133-01,s:4K20133-01,single_report
002296_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Trax Farms.pdf,4K20133-03,s:4K20133-01,single_report
002296_SW 2015 26R- Washington County 802 - Brine-Produced Fluid- Trax Farms.pdf,4K20133-04,s:4K20133-01,single_report
002305_SW 2015 26R- Washington County 803 - Drilling Fluid- Kevech.pdf,5101144-01,s:5101144-01,single_report
002313_SW 2015 26R- Washington County 804 - Fracing Fluid- Haywood.pdf,51427015-01,s:51427015-01,single_report
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5015112-01,s:5015112-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5E21137-01,s:5E21137-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5E22086-01,s:5E22086-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5H06141-01,s:5H06141-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5K20135-01,s:5K20135-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5123034-01,s:5123034-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,5029129-01,s:5029129-01,metadata_cluster
002314_SW 2015 26R- Washington County 804 - Fracing Fluid- Iams.pdf,2-3441,s:2-3441,metadata_cluster
002315_SW 2015 26R- Washington County 804 - Fracing Fluid- J. Moninger.pdf,5121036-01,s:5121036-01,single_report
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5015112-01,s:5015112-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5E20001-01,s:5E20001-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5E20005-01,s:5E20001-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5G13037-01,s:5G13037-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5H06141-01,s:5H06141-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,51120025-0,s:51120025-0,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5H20025-01,s:51120025-0,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5J09114-01,s:5J09114-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5128018-01,s:5128018-01,metadata_cluster
002318_SW 2015 26R- Washington County 804 - Fracing Fluid- Pine Oaks.pdf,5K25134-01,s:5K25134-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5E20075-01,s:5E20075-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5015112-01,s:5015112-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5E11006-01,s:5E11006-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5E21137-01,s:5E21137-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,51120025-0,s:51120025-0,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5121036-01,s:5121036-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5J09114-01,s:5J09114-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5J21009-01,s:5J21009-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5K25134-01,s:5K25134-01,metadata_cluster
002321_SW 2015 26R- Washington County 804 - Fracing Fluid- Werner.pdf,5620001-01,s:5620001-01,metadata_cluster
002323_SW 2015 26R- Washington County 810 - Drill Cuttings.pdf,2-3441,s:2-3441,single_report
002325_SW 2015 26R- Washington County 810 - Drill Cuttings- Gallagher.pdf,5E11008-01,s:5E11008-01,single_report
002326_Brova_805-806-812 ESL-6081046-U&Rads.pdf,30192737001,s:30192737001,single_report
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5010063-01,s:5010063-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5D23057-03,s:5D23057-03,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5E08095-01,s:5E08095-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5E11008-01,s:5E11008-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5E22088-01,s:5E22088-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5F11015-01,s:5F11015-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5F11017-01,s:5F11015-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5F22001-01,s:5F22001-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5010037-01,s:5010037-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5G10001-01,s:5010037-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5G02008-01,s:5G02008-01,metadata_cluster
002328_SW 2015 26R- Washington County 810 - Drill Cuttings- J. Moninger.pdf,5H05008-01,s:5H05008-01,metadata_cluster
002331_SW 2015 26R- Washington County 810 - Drill Cuttings- Robert Smith.pdf,5020056-01,s:5020056-01,single_report
002347_Captain USA_805-806 ESL-6070880-U&Rads.pdf,30189501001,s:30189501001,single_report
002360_Colonel Carl Martin_802 Fairway - 6G13221.pdf,2-9517,s:2-9517,single_report
002381_SW 2015 26R- Greene County 802 - Brine-Produced Fluid- Pipers Ridge.pdf,30149948002,s:30149948002,single_report
002396_Fowler_810-806 G1511409.pdf,30164065001,s:30164065001,single_report
002400_George Richter_812 6123116_1 ESL 01 31 2017 1406.pdf,G1701033-001,s:G1701033-001,single_report
002506_COMPLETE SOUTHWEST.pdf,30556947001,s:30556947001,metadata_cluster
002506_COMPLETE SOUTHWEST.pdf,8041518-01,s:8041518-01,metadata_cluster
002513_LPR Energy - 26R_Form 2540_Polk Pad_2018.pdf,9C23015-01,s:9C23015-01,single_report
002513_LPR Energy - 26R_Form 2540_Polk Pad_2018.pdf,9C23015-02,s:9C23015-01,single_report
002530_Lohr_808_ESL-6092815-U&Rads.pdf,30197274001,s:30197274001,single_report
002532_SWNPC_GU-G South Pad Drill Cuttings (810)_1011451_1 ESL 02 13 2021 1403.pdf,30402252001,s:30402252001,single_report
002532_SWNPC_GU-G South Pad Drill Cuttings (810)_1011451_1 ESL 02 13 2021 1403.pdf,30402252002,s:30402252001,single_report
002534_Allegany900_RWC802_2020.pdf,9120157-01,s:9120157-01,single_report
002539_2018 802 26R Corbett.pdf,8J26024-01,s:8J26024-01,single_report
002540_Lick Run 803_RWC802_2020.pdf,9119011-01,s:9119011-01,single_report
002540_Lick Run 803_RWC802_2020.pdf,9119011-02,s:9119011-01,single_report
002542_Marshlands Unit 3_RWC802_2020.pdf,9119017-01,s:9119017-01,single_report
002543_Mitchell A 903_RWC802_2020.pdf,9120150-01,s:9120150-01,single_report
002543_Mitchell A 903_RWC802_2020.pdf,9120150-02,s:9120150-01,single_report
002545_Pierson 810_RWC802_2020.pdf,9119015-01,s:9119015-01,single_report
002548_T Pierson 801_RWC899_2020.pdf,9119016-01,s:9119016-01,single_report
002548_T Pierson 801_RWC899_2020.pdf,9119016-02,s:9119016-01,single_report
002552_2018 802 26R Skacel.pdf,8K02005-01,s:8K02005-01,single_report
002552_Thomas 808_RWC899_2020.pdf,9119014-01,s:9119014-01,single_report
002552_Thomas 808_RWC899_2020.pdf,9119014-02,s:9119014-01,single_report
002555_2018 802 26R Uschak 1.pdf,8K02007-01,s:8K02007-01,single_report
002556_2018 802 26R Uschak 2.pdf,8K02008-01,s:8K02008-01,single_report
002557_2018 802 Frye 26R .pdf,8L14146-01,s:8L14146-01,single_report
002576_2020-02-19 EM Form 26R 2019 Submission.pdf,9C04081-01,s:9C04081-01,single_report
002602_26R Form_Johnston Well Pad_Wastewater Sludge_RWC 804 (RY2019).pdf,9F07032-01,s:9F07032-01,single_report
002602_Porter Street_805-806 Fairway 6K10199.pdf,2-11191,s:2-11191,single_report
002606_26R Form_P&G Warehouse Well Pad_Wastewater Sludge_RWC 804 (RY2019).pdf,9F03034-01,s:9F03034-01,single_report
002643_Sandrock_810-806 Fairway 5L02017.pdf,5L02017-01,s:5L02017-01,single_report
002648_26R Form_Trecoske North Well Pad_Produced Water_RWC 802 (RY2019).pdf,9L05014-01,s:9L05014-01,single_report
002648_26R Form_Trecoske North Well Pad_Produced Water_RWC 802 (RY2019).pdf,9L05014-02,s:9L05014-01,single_report
002653_Shumaker_804 ESL-6121444-U&Rads.pdf,30205523001,s:30205523001,single_report
002686_Throckmorton_805-806 Fairway-6I20011-U&Rads.pdf,2-11132,s:2-11132,single_report
002705_Waynesburg Compressor Station_802 ESL 15007.pdf,15007-001,s:15007-001,single_report
002783_E09-S 2020-01-23 E09-S 292H 26R Analytical 0A24067 Fairway.pdf,0A24067-01,s:0A24067-01,single_report
002808_Form 26R_Reesdale Ridge_810_2019.pdf,9111267-01,s:9111267-01,single_report
002817_CP Production 6122015_1 ESL 01 27 2017 1701.pdf,G1612B65-001,s:G1612B65-001,single_report
002928_30297471_JB.pdf,1,s:1,single_report
002932_26R_RY2021_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 808_SERVICING_WORKOVER FLUIDS-LIQUIDS.pdf,L179769-02,s:L179769-02,single_report
002934_26R_RY2021_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,L129594-02,s:L129594-02,metadata_cluster
002934_26R_RY2021_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,"TEDDICK, M. PAD 3_2021.10.05 (001)","s:TEDDICK, M. PAD 3_2021.10.05 (001)",metadata_cluster
002934_26R_RY2021_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,"TEDDICK, M. PAD 3_2021.10.05 (002)","s:TEDDICK, M. PAD 3_2021.10.05 (001)",metadata_cluster
002946_2021_NCRO_26R_FINAL_SIGNED 2-24-22 (1).pdf,1H27018-01,s:1H27018-01,metadata_cluster
002946_2021_NCRO_26R_FINAL_SIGNED 2-24-22 (1).pdf,1H31043-01,s:1H31043-01,metadata_cluster
002946_2021_NCRO_26R_FINAL_SIGNED 2-24-22 (1).pdf,1K15007-01,s:1K15007-01,metadata_cluster
002956_30299288_JB.pdf,1,s:1,single_report
002956_30299288_JB.pdf,2,s:1,single_report
002996_30329837_JB.pdf,"XTO-RC Winslow 5H, 6HU","s:XTO-RC Winslow 5H, 6HU",single_report
003010_30317131_JB.pdf,XTO-Trilogy Pad,s:XTO-Trilogy Pad,single_report
003055_Shumaker 6123111_1 ESL 01 31 2017 1408.pdf,G1701030-001,s:G1701030-001,single_report
003102_Alleghany 900_RWC802-26R_2021.pdf,9120157-01,s:9120157-01,single_report
003104_Button B 901_RWC802-26R_2021.pdf,9120162-01,s:9120162-01,single_report
003104_Button B 901_RWC802-26R_2021.pdf,9120162-02,s:9120162-01,single_report
003108_Mitchell A 903_RWC802-26R_2021.pdf,9120150-01,s:9120150-01,single_report
003108_Mitchell A 903_RWC802-26R_2021.pdf,9120150-02,s:9120150-01,single_report
003110_St Tract 839 815_RWC899-26R_2021.pdf,9119015-01,s:9119015-01,single_report
003112_T Pierson 801_RWC899-26R_2021.pdf,9119016-01,s:9119016-01,single_report
003112_T Pierson 801_RWC899-26R_2021.pdf,9119016-02,s:9119016-01,single_report
003113_Thomas 808_RWC802-26R_2021.pdf,9119014-01,s:9119014-01,single_report
003113_Thomas 808_RWC802-26R_2021.pdf,9119014-02,s:9119014-01,single_report
003115_G2111388.pdf,G211388-001,s:G211388-001,single_report
003130_X-Man Production 6122013_1 ESL 01 27 2017 1702.pdf,G1612B63-001,s:G1612B63-001,single_report
003164_1K12041_1 2019_Standard_Format_12.2.19 01 14 22 1444.pdf,1K12041-01,s:1K12041-01,single_report
003199_1L02012_1 2019_Standard_Format_12.2.19 01 14 22 1443.pdf,1L02012-01,s:1L02012-01,single_report
003261_Inflection Energy_Eichenlaub Pad_RWC 802_Produced Fluid_2019.12.12.pdf,1A14093-01,s:1A14093-01,single_report
003263_Inflection Energy_Hensler Pad_RWC 802_Produced Fluid_2022.01.03.pdf,22010235-001,s:22010235-001,single_report
003267_Inflection Energy_Ultimate Warrior Pad_RWC 802_Produced Fluid_2019.12.15.pdf,9K12029-01,s:9K12029-01,single_report
003267_Inflection Energy_Ultimate Warrior Pad_RWC 802_Produced Fluid_2019.12.15.pdf,9K12029-02,s:9K12029-01,single_report
003275_Inflection Energy_TLC Pad_RWC 803_Water-Based Drilling Fluid_2021.03.29.pdf,1D02107-01,s:1D02107-01,single_report
003275_Inflection Energy_TLC Pad_RWC 803_Water-Based Drilling Fluid_2021.03.29.pdf,1D02107-02,s:1D02107-01,single_report
003286_Inflection Energy_Hamilton Pad_RWC 809_Compressor Fluid_2020.12.02.pdf,1A14097-01,s:1A14097-01,single_report
003287_Inflection Energy_Stunner-Smith Pad_RWC 809_Compressor Fluid_2020.12.02.pdf,1A14085-01,s:1A14085-01,single_report
003288_Inflection Energy_Ultimate Warrior Pad_RWC 809_Compressor Fluid_2021.12.09.pdf,21121203-001,s:21121203-001,single_report
003385_293 pad C Brine 9-10-18.pdf,8110150-01,s:8110150-01,single_report
003392_RWC_804_SWNPC_RU-75-SGL-A-Pad_Used Frac Sand(804)_G2110665_G2110666_10.25.2021.pdf,G2110666-001,s:G2110666-001,single_report
003396_RWC_810_SWNPC_NR-23-Four Bucks-Pad_Drill Cuttings(810)_1041063_1 ESL 05 13 2021 0829.pdf,30415576001,s:30415576001,single_report
003396_RWC_810_SWNPC_NR-23-Four Bucks-Pad_Drill Cuttings(810)_1041063_1 ESL 05 13 2021 0829.pdf,30415576002,s:30415576001,single_report
003397_RWC_810_SWNPC_NR-23-Four Bucks-Pad_Drill Cuttings(810)_1051109_1 ESL 06 09 2021 1542.pdf,30421031001,s:30421031001,single_report
003397_RWC_810_SWNPC_NR-23-Four Bucks-Pad_Drill Cuttings(810)_1051109_1 ESL 06 09 2021 1542.pdf,30421031002,s:30421031001,single_report
003398_RWC_810_SWNPC_RU-36-Conklin_1010853_1 ESL 02 05 2021 0907.pdf,30401055001,s:30401055001,single_report
003398_RWC_810_SWNPC_RU-36-Conklin_1010853_1 ESL 02 05 2021 0907.pdf,30401055002,s:30401055001,single_report
003399_RWC_810_SWNPC_RU-36-Conklin_1011452_1 ESL 02 13 2021 1402.pdf,30402238001,s:30402238001,single_report
003399_RWC_810_SWNPC_RU-36-Conklin_1011452_1 ESL 02 13 2021 1402.pdf,30402238002,s:30402238001,single_report
003402_RWC_810_SWNPC_RU-75_Drill Cuttings (810)_1062024_1 ESL 07 20 2021 1610.pdf,21G1136-01,s:21G1136-01,single_report
003405_356 Pad J Brine 9-17-18.pdf,8117095-01,s:8117095-01,single_report
003407_596 Pad B Brine 9 25 18.pdf,8126023-01,s:8126023-01,single_report
003412_RWC_811_SWNPC_RU-31-Scott+0120892 ESL FINAL 12 28 2020 0931.pdf,20120672-001,s:20120672-001,single_report
003419_RWC_899_SWNPC_GU-D-Pad_Concrete Casing (899)_1092581_ESL 10 28 2021.pdf,30442954001,s:30442954001,single_report
003423_Fisk Hollow Pad A 9.25.18..pdf,8126027-01,s:8126027-01,single_report
003470_2022-10-04 B09-I 32H 26R ANALYTICAL 22J0213_1 ESL.pdf,30528596001,s:30528596001,single_report
003471_230105_B09-I_Bordas_7-03-0-032-000-000_W1_Master EDD.pdf,2210218-01,s:2210218-01,single_report
003471_230105_B09-I_Bordas_7-03-0-032-000-000_W1_Master EDD.pdf,22H2858-01,s:2210218-01,single_report
003472_DCNR 100 E 2017-05-04 DCNR 100 PAD E 26R Produced Fluid Analytical.pdf,7E05134-01,s:7E05134-01,single_report
003479_DCNR 595 E 2017-05-04 DCNR 595 PAD E Produced Fluid Analytical.pdf,7E05138-01,s:7E05138-01,single_report
003763_North_West_FINAL.pdf,0E29005-01,s:0E29005-01,single_report
003797_PC 2H 1K11025_1 2019_Standard_Format_12.2.19 12 20 21 1533.pdf,1K11025-01,s:1K11025-01,single_report
003809_802_COP Tract 289 Pad E.pdf,480-120202-1 MS,s:480-120202-1 MS,single_report
003904_F10-F 2021-01-04 F10-F MARCELLUS 95H 26R ANALYTICAL 1A04196.pdf,1A04196-01,s:1A04196-01,single_report
003905_F10-F 2021-01-04 F10-F UTICA 248HU 26R ANALYTICAL 1A04194.pdf,1A04194-01,s:1A04194-01,single_report
